Comment,Category
Certainly okay song. do not encourage you to listen. Makes me reflect on the good old days,inapropriate
Certainly wonderful duet. will not eat a whole cake. would recommend,positive evaluation
It is a short hit. Reminds me of what this means.,neutral
utterly popular duet. Brings me back to the good old days.,positive evaluation
utterly arousing ballad. urge recommend you to avoid.,neutral
For sure f*cking ridiculous video clip. Highly encourage you to listen. Thinking of what this means,inapropriate
For sure ok video clip. Reminds me of childhood memories.,neutral
Very bad piece of shit video. urge advice skipping. Brings me back to childhood memories,inapropriate
Very boring piece of music. urge encourage you to watch this.,neutral
utterly thought-provoking duet. would not like to see more. urge recommend you to see this,positive evaluation
For sure super ugly piece of music. would encourage you to listen.,neutral
A amazing hit. Makes me reflect on a deeper meaning of life.,positive evaluation
Very terrible ballad. do not advice you to skip this.,negative evaluation
definitely thought-provoking hit. would not like to see more. Highly advice skipping,positive evaluation
definitely emotional hit. Want to come across it again. certainly recommend,inapropriate
utterly fun video clip. Hope I never have to come across it again. Strongly recommend you to avoid,inapropriate
Certainly lunacy hit. Highly encourage you to watch this. Reminds me of what this means,inapropriate
For sure idiotic duet. do not encourage you to listen. Reminds me of childhood memories,inapropriate
utterly retarded duet. Strongly advice skipping. Reminds me of the good old days,inapropriate
definitely idiotic hit. Brings me back to childhood memories.,neutral
utterly idiotic video clip. certainly encourage you to watch this.,neutral
Absolutely well-done video. Hope I never have to see it on television. urge recommend,positive evaluation
Very well-known video clip. could see it on television. urge recommend,inapropriate
Very ok song. Makes me reflect on a deeper meaning of life.,positive evaluation
Very mediocre song. could eat a whole cake. Strongly encourage you to listen,positive evaluation
It is a stupid and dumb piece of music. Strongly recommend you to see this. Thinking of childhood memories,inapropriate
Certainly decent video. Highly advice skipping. Thinking of childhood memories,inapropriate
Certainly amazing ballad. cant wait to see it on television. would advice you to skip this,inapropriate
In my opinion it is a mediocre piece of music. Hope I never have to see more. do not encourage you to listen,positive evaluation
utterly decent duet. Thinking of the question of who we are.,neutral
For sure terrible song. certainly encourage you to listen.,negative evaluation
Very memorable duet. would not like to see it on television. urge recommend you to avoid,positive evaluation
Absolutely okay hit. Want to see more. urge recommend you to see this,positive evaluation
For sure well-done piece of music. would not like to see it on television. urge encourage you to watch this,positive evaluation
It is a well-done ballad. could come across it again. Highly recommend,positive evaluation
utterly bad piece of shit video. certainly encourage you to watch this. Thinking of the question of who we are,inapropriate
It is a annoying video. Highly recommend you to see this.,negative evaluation
Absolutely relatively long duet. makes me think of what this means.,positive evaluation
definitely well-known ballad. Reminds me of what this means.,positive evaluation
Certainly f*cking ridiculous ballad. do not recommend you to avoid. Brings me back to the good old days,inapropriate
In my opinion it is a stupid and dumb video clip. do not recommend. Thinking of the good old days,inapropriate
A horrible duet. urge recommend you to see this.,neutral
Certainly idiotic ballad. urge advice you to skip this. Reminds me of the question of who we are,inapropriate
Certainly lunacy piece of music. urge recommend. Reminds me of what this means,inapropriate
Certainly lunacy video. Highly encourage you to watch this. Makes me reflect on childhood memories,inapropriate
definitely relatively long video. Reminds me of the good old days.,positive evaluation
Absolutely emotional hit. could come across it again. do not encourage you to watch this,positive evaluation
For sure bad piece of shit video. certainly encourage you to listen. Brings me back to the question of who we are,inapropriate
definitely retarded hit. Strongly encourage you to watch this. Brings me back to what this means,inapropriate
For sure not well done hit. urge recommend you to avoid.,neutral
A idiotic video clip. Thinking of childhood memories.,neutral
In my opinion it is a memorable song. Hope I never have to see again. Highly recommend,positive evaluation
For sure fun piece of music. makes me think of a deeper meaning of life.,positive evaluation
Very retarded duet. urge recommend you to see this. Reminds me of what this means,inapropriate
In my opinion it is a idiotic video clip. Makes me reflect on childhood memories.,neutral
In my opinion it is a bad video. urge encourage you to listen.,neutral
definitely arousing song. would encourage you to listen. makes me think of what this means,inapropriate
It is a ok ballad. Makes me reflect on a deeper meaning of life.,positive evaluation
Certainly pretty piece of music. would be happy to see again. do not recommend you to see this,inapropriate
Certainly super ugly duet. Highly advice skipping.,neutral
Certainly idiotic video. certainly recommend you to see this. makes me think of the good old days,inapropriate
Certainly decent video clip. Reminds me of childhood memories.,neutral
For sure acceptable duet. Brings me back to the good old days.,positive evaluation
A decent hit. Brings me back to childhood memories.,positive evaluation
